Id,OverallQual,PropertyAge,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotalArea,FullBath,HalfBath,TotalBath,TotRmsAbvGrd,BedroomAbvGr,Neighborhood,MSZoning,BldgType,Remodelled,IsNew,IsPartial,SalePrice
1326,4,86,796,796,0,796,2388,1,0,1,5,2,IDOTRR,RM,1Fam,0,0,0,55000
1327,3,76,544,774,0,774,2092,1,0,1,6,3,Edwards,RH,1Fam,0,0,0,79000
1328,5,26,816,816,0,816,2448,1,1,2,5,3,Mitchel,RL,1Fam,0,0,0,130500
1329,6,88,1510,1584,1208,2792,7094,2,0,2,8,5,OldTown,RM,1Fam,0,0,0,256000
1330,7,8,935,955,677,1632,4199,2,1,3,8,3,Gilbert,RL,1Fam,1,0,0,176500
1331,8,1,1588,1588,0,1588,4764,2,0,2,7,3,Somerst,RL,1Fam,1,0,0,227000
1332,5,30,911,954,0,954,2819,1,0,1,6,3,CollgCr,RL,1Fam,1,0,0,132500
1333,4,71,816,816,0,816,2448,2,0,2,3,2,Edwards,RL,1Fam,0,0,0,100000
1334,5,68,803,803,557,1360,3523,1,1,2,6,2,IDOTRR,RM,1Fam,0,0,0,125500
1335,5,39,765,765,600,1365,3495,1,1,2,7,3,BrDale,RM,TwnhsE,1,0,0,125000
1336,6,32,1350,1334,0,1334,4018,2,1,3,6,2,NWAmes,RL,1Fam,1,0,0,167900
1337,5,35,1656,1656,0,1656,4968,2,0,2,8,4,NWAmes,RL,Duplex,1,0,0,135000
1338,4,65,693,693,0,693,2079,1,0,1,4,2,OldTown,RM,1Fam,0,0,0,52500
1339,7,4,916,920,941,1861,4638,3,1,4,8,3,CollgCr,RL,1Fam,1,0,0,200000
1340,5,34,864,864,0,864,2592,1,0,1,5,3,CollgCr,RL,1Fam,1,0,0,128500
1341,4,36,858,872,0,872,2602,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,123000
1342,6,5,1114,1114,0,1114,3342,2,0,2,6,3,SawyerW,RL,1Fam,0,0,0,155000
1343,8,5,1284,1284,885,2169,5622,2,1,3,7,3,CollgCr,RL,1Fam,1,0,0,228500
1344,6,81,896,1172,741,1913,4722,1,1,2,9,3,Crawfor,RL,1Fam,0,0,0,177000
1345,7,1,728,728,728,1456,3640,2,1,3,8,3,CollgCr,RL,1Fam,1,0,1,155835
1346,4,87,960,960,0,960,2880,1,0,1,5,2,OldTown,RM,1Fam,0,0,0,108500
1347,7,38,1568,2156,0,2156,5880,2,0,2,9,3,NWAmes,RL,1Fam,0,0,0,262500
1348,8,1,1732,1776,0,1776,5284,3,0,3,7,3,Timber,RL,1Fam,0,0,1,283463
1349,7,9,1482,1494,0,1494,4470,3,0,3,5,3,SawyerW,RL,1Fam,1,0,0,215000
1350,8,136,684,938,1215,2358,5195,2,0,2,8,4,OldTown,RM,1Fam,0,0,0,122000
1351,5,40,1248,1338,1296,2634,6516,3,3,6,12,6,NAmes,RL,Duplex,1,0,0,200000
1352,6,46,858,858,858,1716,4290,1,1,2,8,4,NAmes,RL,1Fam,1,0,0,171000
1353,6,72,698,786,390,1176,3050,1,0,1,4,2,BrkSide,RM,1Fam,0,0,0,134900
1354,8,15,2033,2053,1185,3238,8509,3,1,4,9,4,NoRidge,RL,1Fam,0,0,0,410000
1355,7,8,992,992,873,1865,4722,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,235000
1356,7,38,570,1222,698,1920,4410,3,0,3,8,4,NWAmes,RL,1Fam,0,0,0,170000
1357,5,42,864,892,0,892,2648,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,110000
1358,5,39,1078,1078,0,1078,3234,2,1,3,6,3,NAmes,RL,1Fam,0,0,0,149900
1359,6,10,756,769,804,1573,3902,2,1,3,5,3,Somerst,FV,Twnhs,1,0,0,177500
1360,9,2,1980,1980,0,1980,5940,3,0,3,8,3,NridgHt,RL,1Fam,0,0,0,315000
1361,5,87,612,990,1611,2601,5814,3,1,4,8,4,SWISU,RL,1Fam,0,0,0,189000
1362,7,4,1530,1530,0,1530,4590,3,0,3,7,3,StoneBr,RL,1Fam,1,0,0,260000
1363,4,89,715,1281,457,1738,4191,2,0,2,7,4,NAmes,RL,1Fam,0,0,0,104900
1364,6,1,616,616,796,1412,3440,2,1,3,6,3,Gilbert,RL,1Fam,0,0,1,156932
1365,7,1,600,520,600,1200,2920,2,1,3,4,2,Somerst,FV,TwnhsE,1,0,0,144152
1366,7,10,814,814,860,1674,4162,3,1,4,7,3,Somerst,FV,1Fam,1,0,0,216000
1367,7,9,873,882,908,1790,4453,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,193000
1368,5,29,757,925,550,1475,3707,2,0,2,6,4,MeadowV,RM,TwnhsE,1,0,0,127000
1369,6,6,848,848,0,848,2544,2,0,2,4,1,CollgCr,RM,TwnhsE,0,0,0,144000
1370,8,7,1657,1668,0,1668,4993,3,0,3,8,3,CollgCr,RL,1Fam,1,0,0,232000
1371,4,89,840,840,534,1374,3588,1,0,1,6,2,OldTown,RL,1Fam,0,0,0,105000
1372,6,53,992,1661,0,1661,4314,2,0,2,8,3,NAmes,RL,1Fam,0,0,0,165500
1373,7,8,1108,1108,989,2097,5302,3,1,4,8,3,CollgCr,RL,1Fam,1,0,0,274300
1374,10,6,2633,2633,0,2633,7899,3,1,4,8,2,NoRidge,RL,1Fam,0,0,0,466500
1375,7,3,1026,1026,932,1958,4942,2,1,3,9,3,Somerst,FV,1Fam,1,0,0,250000
1376,8,0,1571,1571,0,1571,4713,2,0,2,7,3,Timber,RL,1Fam,1,1,1,239000
1377,6,78,768,790,0,790,2348,1,0,1,4,2,SWISU,RL,1Fam,0,0,0,91000
1378,5,68,984,984,620,1604,4192,2,0,2,6,3,Edwards,RL,1Fam,0,0,0,117000
1379,6,33,483,483,504,987,2457,1,1,2,5,2,BrDale,RM,Twnhs,1,0,0,83000
1380,5,2,384,754,640,1394,3172,2,1,3,7,3,Timber,RL,1Fam,0,0,0,167500
1381,3,96,864,864,0,864,2592,2,0,2,5,2,Edwards,RL,1Fam,0,0,0,58500
1382,6,38,1205,2117,0,2117,5439,2,1,3,7,4,NAmes,RL,1Fam,1,0,0,237500
1383,7,86,596,998,764,1762,4120,2,1,3,8,4,OldTown,RM,1Fam,0,0,0,157000
1384,5,89,816,1416,0,1416,3648,2,0,2,7,3,Sawyer,RL,1Fam,0,0,0,112000
1385,6,70,560,698,560,1258,3076,1,0,1,6,2,Edwards,RL,1Fam,0,0,0,105000
1386,4,88,796,796,358,1154,3104,2,0,2,7,3,IDOTRR,RM,1Fam,0,0,0,125500
1387,7,28,1392,1392,1392,2784,6960,4,1,5,12,5,NWAmes,RL,1Fam,1,0,0,250000
1388,6,91,714,1664,862,2526,5766,2,0,2,10,5,OldTown,RM,1Fam,0,0,0,136000
1389,9,3,1746,1746,0,1746,5238,3,0,3,7,3,Gilbert,RL,1Fam,0,0,0,377500
1390,6,66,735,869,349,1218,3171,1,1,2,6,3,BrkSide,RM,1Fam,0,0,0,131000
1391,7,6,1525,1525,0,1525,4575,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,235000
1392,5,42,1584,1584,0,1584,4752,2,0,2,8,4,NAmes,RL,Duplex,1,0,0,124000
1393,5,39,864,900,0,900,2664,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,123000
1394,6,103,482,1221,691,1912,4306,2,0,2,7,3,OldTown,RM,2fmCon,0,0,0,163000
1395,7,0,1356,1500,0,1500,4356,3,0,3,6,2,Blmngtn,RL,TwnhsE,1,1,1,246578
1396,8,2,1094,1133,1349,2482,6058,2,1,3,9,4,Timber,RL,1Fam,0,0,0,281213
1397,5,62,747,1687,0,1687,4121,2,0,2,7,3,Timber,RL,1Fam,0,0,0,160000
1398,5,87,939,939,574,1513,3965,1,1,2,8,4,BrkSide,RM,1Fam,0,0,0,137500
1399,5,59,1208,1136,768,1904,5016,2,1,3,7,3,NAmes,RL,1Fam,0,0,0,138000
1400,6,84,976,1160,448,1608,4192,2,1,3,7,3,SWISU,RL,1Fam,0,0,0,137450
1401,6,79,862,950,208,1158,3178,1,0,1,5,3,BrkSide,RM,1Fam,0,0,0,120000
1402,6,4,839,864,729,1593,4025,3,1,4,8,3,Gilbert,RL,1Fam,1,0,0,193000
1403,7,0,1286,1294,0,1294,3874,2,0,2,6,2,CollgCr,RL,1Fam,1,1,1,193879
1404,8,0,1485,1464,0,1464,4413,3,0,3,6,3,Somerst,RL,1Fam,1,1,0,282922
1405,3,91,672,694,520,1214,3100,1,0,1,6,3,OldTown,RL,1Fam,0,0,0,105000
1406,8,4,1594,1646,0,1646,4886,3,1,4,5,2,Crawfor,RM,TwnhsE,0,0,0,275000
1407,5,37,768,768,0,768,2304,2,0,2,5,2,CollgCr,RL,1Fam,0,0,0,133000
1408,5,24,833,833,0,833,2499,2,0,2,5,3,Mitchel,RL,1Fam,1,0,0,112000
1409,4,100,622,741,622,1363,3348,1,0,1,6,3,OldTown,RM,1Fam,0,0,0,125500
1410,7,22,791,1236,857,2093,4977,2,1,3,7,3,NWAmes,RL,1Fam,0,0,0,215000
1411,7,8,944,944,896,1840,4624,3,1,4,6,3,CollgCr,RL,1Fam,1,0,0,230000
1412,6,59,856,1112,556,1668,4192,1,1,2,6,3,NAmes,RL,1Fam,0,0,0,140000
1413,4,60,0,1040,0,1040,2080,2,0,2,6,2,NAmes,RL,Duplex,0,0,0,90000
1414,8,4,1844,1844,0,1844,5532,3,0,3,7,2,SawyerW,RL,1Fam,0,0,0,257000
1415,6,85,833,1053,795,1848,4529,1,1,2,8,4,BrkSide,RL,1Fam,0,0,0,207000
1416,7,2,1386,1569,0,1569,4524,2,1,3,7,1,Blmngtn,RL,TwnhsE,1,0,0,175900
1417,4,125,777,1246,1044,2290,5357,2,0,2,11,4,OldTown,RM,2fmCon,0,0,0,122500
1418,8,11,1284,1310,1140,2450,6184,3,1,4,7,3,NoRidge,RL,1Fam,1,0,0,340000
1419,5,45,1144,1144,0,1144,3432,2,1,3,6,3,NAmes,RL,1Fam,1,0,0,124000
1420,6,37,1844,1844,0,1844,5532,3,0,3,7,3,Crawfor,RL,1Fam,1,0,0,223000
1421,6,38,708,708,708,1416,3540,2,1,3,7,3,NWAmes,RL,1Fam,1,0,0,179900
1422,6,33,1069,1069,0,1069,3207,2,0,2,4,2,NPkVill,RL,TwnhsE,1,0,0,127500
1423,6,5,848,848,0,848,2544,2,0,2,3,1,CollgCr,RM,TwnhsE,1,0,0,136500
1424,6,40,697,1575,626,2201,5099,2,0,2,8,4,Edwards,RL,1Fam,1,0,0,274970
1425,5,49,1024,1344,0,1344,3712,2,0,2,6,2,NAmes,RL,1Fam,0,0,0,144000
1426,6,49,1252,1252,0,1252,3756,1,0,1,7,3,NAmes,RL,1Fam,1,0,0,142000
1427,7,14,1223,1223,904,2127,5477,3,1,4,5,3,NoRidge,RL,1Fam,1,0,0,271000
1428,5,63,913,1048,510,1558,4029,2,1,3,6,3,NAmes,RL,1Fam,0,0,0,140000
1429,5,70,788,804,0,804,2396,2,0,2,4,2,OldTown,RM,1Fam,0,0,0,119000
1430,6,26,1440,1440,0,1440,4320,2,0,2,7,3,NWAmes,RL,1Fam,1,0,0,182900
1431,5,1,732,734,1104,1838,4408,2,1,3,7,4,Gilbert,RL,1Fam,1,0,0,192140
1432,6,33,958,958,0,958,2874,2,0,2,5,2,NPkVill,RL,TwnhsE,1,0,0,143750
1433,4,80,656,968,0,968,2592,2,0,2,5,4,OldTown,RL,1Fam,0,0,0,64500
1434,6,8,936,962,830,1792,4520,3,1,4,8,3,Gilbert,RL,1Fam,1,0,0,186500
1435,5,29,1126,1126,0,1126,3378,3,0,3,5,3,Mitchel,RL,1Fam,1,0,0,160000
1436,6,46,1319,1537,0,1537,4393,2,1,3,7,3,NAmes,RL,1Fam,0,0,0,174000
1437,4,36,864,864,0,864,2592,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,120500
1438,8,0,1932,1932,0,1932,5796,3,0,3,7,2,NridgHt,RL,1Fam,1,1,1,394617
1439,6,53,912,1236,0,1236,3384,2,0,2,6,2,OldTown,RM,1Fam,0,0,0,149700
1440,7,28,539,1040,685,1725,3989,2,1,3,6,3,NWAmes,RL,1Fam,1,0,0,197000
1441,6,86,588,1423,748,2555,5314,2,0,2,11,3,Crawfor,RL,1Fam,0,0,0,191000
1442,6,4,848,848,0,848,2544,2,0,2,3,1,CollgCr,RM,TwnhsE,1,0,0,149300
1443,10,1,1017,1026,981,2007,5031,3,1,4,10,3,Somerst,FV,1Fam,1,0,0,310000
1444,6,93,952,952,0,952,2856,1,0,1,4,2,BrkSide,RL,1Fam,0,0,0,121000
1445,7,3,1422,1422,0,1422,4266,2,0,2,7,3,CollgCr,RL,1Fam,1,0,0,179600
1446,6,41,814,913,0,913,2640,2,0,2,6,3,Sawyer,RL,1Fam,1,0,0,129000
1447,5,48,1188,1188,0,1188,3564,1,0,1,6,3,Mitchel,RL,1Fam,1,0,0,157900
1448,8,12,1220,1220,870,2090,5400,3,1,4,8,3,CollgCr,RL,1Fam,0,0,0,240000
1449,4,97,560,796,550,1346,3252,1,1,2,6,2,Edwards,RL,1Fam,0,0,0,112000
1450,5,36,630,630,0,630,1890,2,0,2,3,1,MeadowV,RM,Twnhs,1,0,0,92000
1451,5,35,896,896,896,1792,4480,2,2,4,8,4,NAmes,RL,Duplex,1,0,0,136000
1452,8,1,1573,1578,0,1578,4729,2,0,2,7,3,Somerst,RL,1Fam,0,0,1,287090
1453,5,1,547,1072,0,1072,2691,2,0,2,5,2,Edwards,RM,TwnhsE,1,0,0,145000
1454,5,0,1140,1140,0,1140,3420,1,0,1,6,3,Mitchel,RL,1Fam,1,1,0,84500
1455,7,5,1221,1221,0,1221,3663,3,0,3,6,2,Somerst,FV,1Fam,0,0,0,185000
1456,6,8,953,953,694,1647,4247,2,1,3,7,3,Gilbert,RL,1Fam,0,0,0,175000
1457,6,32,1542,2073,0,2073,5688,3,0,3,7,3,NWAmes,RL,1Fam,0,0,0,210000
1458,7,69,1152,1188,1152,2340,5832,2,0,2,9,4,Crawfor,RL,1Fam,0,0,0,266500
1459,5,60,1078,1078,0,1078,3234,2,0,2,5,2,NAmes,RL,1Fam,0,0,0,142125
1460,5,43,1256,1256,0,1256,3768,2,1,3,6,3,Edwards,RL,1Fam,1,0,0,147500
