Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceBand,HasPorch,Remodelled,PropertyAge,TotalBath,HasPool,HasDeck,TotalArea,IsNew,IsPartial
490,180,RM,21.0,1526,Reg,Inside,MeadowV,Twnhs,SFoyer,4,8,Gable,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,Av,GLQ,515,0,115,630,3,Y,630,0,630,2,0,1,4,3,0,None,1,5,4,WD,Normal,86000,0,0,0,39,2,0,0,1890,0,0
491,160,RM,MasVnrArea,2665,Reg,Inside,MeadowV,TwnhsE,2Story,5,6,Gable,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,Mn,Unf,0,0,264,264,3,Y,616,688,1304,1,1,3,3,4,1,4,1,6,3,WD,Normal,115000,1,1,1,32,2,0,1,2872,0,0
492,50,RL,79.0,9490,Reg,Inside,NAmes,1Fam,1.5Fin,6,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,403,165,238,806,3,Y,958,620,1578,2,0,3,2,5,2,3,1,8,1,WD,Normal,133000,2,0,0,65,2,0,0,3962,0,0
493,60,RL,105.0,15578,IR1,Corner,Gilbert,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,728,728,4,Y,728,728,1456,2,1,3,3,8,0,None,2,5,1,New,Partial,172785,5,0,1,0,3,0,0,3640,1,1
494,20,RL,70.0,7931,Reg,Inside,NAmes,1Fam,1Story,5,6,Gable,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,374,532,363,1269,3,Y,1269,0,1269,1,1,3,3,6,1,2,1,6,3,WD,Normal,155000,4,0,1,48,2,0,0,3807,0,0
495,30,RM,50.0,5784,Reg,Inside,OldTown,1Fam,1Story,5,8,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,No,Unf,0,0,190,190,4,Y,886,0,886,1,0,2,3,4,0,None,1,12,4,WD,Normal,91300,0,1,0,71,1,0,1,1962,0,0
496,30,C (all),60.0,7879,Reg,Inside,IDOTRR,1Fam,1Story,4,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,495,0,225,720,3,N,720,0,720,1,0,2,3,4,0,None,0,11,4,WD,Abnorml,34900,0,1,0,89,1,0,0,2160,0,0
497,20,RL,MasVnrArea,12692,IR1,Inside,NoRidge,1Fam,1Story,8,5,Hip,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,No,GLQ,1231,0,1969,3200,5,Y,3228,0,3228,4,0,4,4,10,1,4,2,5,2,WD,Normal,430000,9,1,0,15,4,0,1,9656,0,0
498,50,RL,60.0,9120,Reg,Inside,BrkSide,1Fam,1.5Fin,7,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3,3,No,Rec,329,0,697,1026,5,Y,1133,687,1820,3,0,4,3,8,0,None,1,6,3,WD,Normal,184000,6,1,0,83,3,0,0,4666,0,0
499,20,RL,65.0,7800,Reg,Inside,Sawyer,1Fam,1Story,5,7,Hip,HdBoard,HdBoard,BrkFace,89.0,3,3,PConc,3,3,No,ALQ,450,0,414,864,5,Y,899,0,899,1,0,3,4,5,0,None,1,6,4,WD,Normal,130000,2,0,0,42,1,0,1,2662,0,0
500,20,RL,70.0,7535,IR1,Inside,NAmes,1Fam,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,111,279,522,912,2,Y,912,0,912,1,1,2,3,5,0,None,1,6,2,WD,Normal,120000,1,1,0,49,2,0,1,2736,0,0
501,160,RM,21.0,1890,Reg,Inside,BrDale,Twnhs,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,285.0,3,3,CBlock,3,3,No,BLQ,356,0,316,672,3,Y,672,546,1218,1,1,3,3,7,0,None,1,5,2,WD,Normal,113000,1,1,1,34,2,0,1,3108,0,0
502,60,FV,75.0,9803,Reg,Inside,Somerst,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,400,0,466,866,4,Y,866,902,1768,2,1,3,4,7,0,None,2,2,3,WD,Normal,226700,7,1,1,3,3,0,0,4402,0,0
503,20,RL,70.0,9170,Reg,Corner,Edwards,1Fam,1Story,5,7,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,ALQ,698,96,420,1214,5,Y,1214,0,1214,2,0,2,3,6,0,None,2,4,2,WD,Normal,140000,3,0,1,42,2,0,0,3642,0,0
504,20,RL,100.0,15602,IR1,Inside,Crawfor,1Fam,1Story,7,8,Gable,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,ALQ,1247,0,254,1501,3,Y,1801,0,1801,3,0,1,3,6,2,3,2,3,5,WD,Normal,289000,9,1,0,51,3,0,0,5103,0,0
505,160,RL,24.0,2308,Reg,Inside,NPkVill,TwnhsE,2Story,6,5,Gable,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,No,ALQ,257,495,103,855,3,Y,855,467,1322,2,2,3,3,6,1,2,2,6,4,WD,Normal,147000,3,0,1,35,4,0,1,3499,0,0
506,90,RM,60.0,7596,Reg,Inside,OldTown,Duplex,2Story,5,5,Hip,Wd Sdng,Wd Sdng,BrkFace,360.0,3,3,CBlock,3,3,No,Unf,0,0,960,960,4,Y,960,1000,1960,2,0,4,3,10,0,None,2,7,4,COD,Normal,124500,2,0,1,57,2,0,0,4880,0,0
507,60,RL,80.0,9554,IR1,Inside,SawyerW,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,No,GLQ,380,0,397,777,5,Y,1065,846,1911,2,1,3,4,8,1,3,2,9,1,WD,Normal,215000,7,1,0,13,3,0,1,4599,0,0
508,20,FV,75.0,7862,IR1,Inside,Somerst,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,27,0,1191,1218,5,Y,1218,0,1218,2,0,2,4,4,0,None,2,9,4,New,Partial,208300,7,1,1,0,2,0,0,3654,1,1
509,70,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2Story,7,9,Gambrel,MetalSd,MetalSd,None,0.0,3,5,BrkTil,3,3,No,Rec,141,0,548,689,5,Y,689,689,1378,2,0,3,4,7,1,4,2,10,3,WD,Normal,161000,4,0,0,80,2,0,0,3445,0,0
510,20,RL,80.0,9600,Reg,Corner,NAmes,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,BrkFace,132.0,3,3,CBlock,3,3,No,ALQ,991,0,50,1041,5,Y,1041,0,1041,2,0,3,3,6,0,None,1,7,4,WD,Normal,124500,2,1,1,50,2,0,1,3123,0,0
511,20,RL,75.0,14559,Reg,Inside,NAmes,1Fam,1Story,5,7,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,3,CBlock,3,3,No,BLQ,650,180,178,1008,5,Y,1363,0,1363,2,0,2,3,6,2,3,1,6,4,WD,Normal,164900,5,1,0,58,2,0,1,3734,0,0
512,120,RL,40.0,6792,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,Gable,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,No,Unf,0,0,1368,1368,5,Y,1368,0,1368,2,0,2,4,6,1,4,2,3,1,New,Partial,202665,7,1,0,1,2,0,1,4104,0,1
513,20,RL,70.0,9100,Reg,Corner,NAmes,1Fam,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,BLQ,521,174,169,864,3,Y,864,0,864,2,0,3,3,5,0,None,2,7,1,WD,Normal,129900,2,0,1,48,2,0,0,2592,0,0
514,20,RL,71.0,9187,Reg,Corner,Mitchel,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,No,ALQ,336,0,748,1084,3,Y,1080,0,1080,1,1,3,3,5,0,None,2,6,2,WD,Normal,134000,2,0,1,24,2,0,1,3244,0,0
515,45,RL,55.0,10594,Reg,Inside,Crawfor,1Fam,1.5Unf,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0,0,768,768,2,N,789,0,789,1,0,2,3,5,0,None,1,6,2,WD,Normal,96500,0,0,0,81,1,0,0,2346,0,0
516,20,RL,94.0,12220,Reg,Inside,NridgHt,1Fam,1Story,10,5,Hip,CemntBd,CmentBd,BrkFace,305.0,5,3,CBlock,5,3,No,GLQ,1436,0,570,2006,5,Y,2020,0,2020,3,1,3,5,9,1,4,3,9,4,New,Partial,402861,9,1,1,0,4,0,1,6046,1,1
517,80,RL,MasVnrArea,10448,IR1,Corner,NWAmes,1Fam,SLvl,6,6,Gable,HdBoard,HdBoard,BrkFace,333.0,3,3,CBlock,3,3,No,Unf,0,0,689,689,3,Y,1378,741,2119,2,1,3,3,7,1,3,2,8,4,COD,Abnorml,158000,4,1,1,37,3,0,0,4927,0,0
518,60,RL,79.0,10208,IR1,Inside,NoRidge,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,921.0,4,3,PConc,4,3,No,Unf,0,0,1264,1264,5,Y,1277,1067,2344,2,1,3,4,7,1,3,3,7,4,WD,Normal,265000,8,0,0,13,3,0,1,5952,0,0
519,60,RL,MasVnrArea,9531,IR1,CulDSac,CollgCr,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Mn,GLQ,706,0,88,794,5,Y,882,914,1796,3,1,3,3,7,0,None,2,5,2,WD,Normal,211000,7,1,1,9,4,0,0,4386,0,0
520,70,RL,53.0,10918,Reg,Inside,Crawfor,1Fam,2Story,7,9,Gambrel,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,No,Unf,0,0,1276,1276,5,Y,1276,804,2080,1,1,3,4,9,2,4,1,6,4,WD,Normal,234000,8,0,0,83,2,0,0,5436,0,0
521,190,RL,60.0,10800,Reg,Inside,OldTown,2fmCon,2Story,4,7,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,None,None,None,None,0,0,0,0,3,N,694,600,1294,2,0,3,3,7,0,None,0,8,3,WD,Normal,106250,0,1,0,108,2,0,1,2588,0,0
522,20,RL,90.0,11988,IR1,Corner,NAmes,1Fam,1Story,6,6,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,Rec,777,0,467,1244,5,Y,1244,0,1244,1,1,3,3,6,2,4,1,5,2,WD,Normal,150000,4,1,1,50,2,0,0,3732,0,0
523,50,RM,50.0,5000,Reg,Corner,BrkSide,1Fam,1.5Fin,6,7,Gable,CemntBd,CmentBd,None,0.0,3,4,CBlock,3,3,No,ALQ,399,0,605,1004,5,Y,1004,660,1664,2,0,3,3,7,2,4,2,10,1,WD,Normal,159000,4,1,0,59,2,0,0,4332,0,0
524,60,RL,130.0,40094,IR1,Inside,Edwards,1Fam,2Story,10,5,Hip,CemntBd,CmentBd,Stone,762.0,5,3,PConc,5,3,Gd,GLQ,2260,0,878,3138,5,Y,3138,1538,4676,4,1,3,5,11,1,4,3,10,2,New,Partial,184750,6,1,0,0,5,0,1,12490,1,1
525,60,RL,95.0,11787,IR1,Inside,NoRidge,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,594.0,4,3,PConc,4,3,No,GLQ,719,0,660,1379,5,Y,1383,1015,2398,3,1,3,4,8,1,3,3,8,2,WD,Normal,315750,9,1,0,11,4,0,1,6175,0,0
526,20,FV,62.0,7500,Reg,Inside,Somerst,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,1257,1257,5,Y,1266,0,1266,2,0,3,4,6,1,3,2,4,1,WD,Normal,176000,5,1,1,1,2,0,1,3789,0,0
527,20,RL,70.0,13300,Reg,Inside,NAmes,1Fam,1Story,5,7,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,No,Rec,377,0,551,928,3,Y,928,0,928,1,0,2,3,4,0,None,1,6,2,WD,Normal,132000,2,0,0,51,1,0,1,2784,0,0
528,60,RL,67.0,14948,IR1,Inside,NridgHt,1Fam,2Story,9,5,Hip,VinylSd,VinylSd,Stone,268.0,5,3,PConc,5,3,Av,GLQ,1330,0,122,1452,5,Y,1476,1237,2713,3,1,3,5,11,1,4,3,11,3,New,Partial,446261,9,1,1,0,4,0,1,6878,1,1
529,30,RL,58.0,9098,IR1,Inside,Edwards,1Fam,1Story,4,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,Mn,ALQ,348,0,180,528,5,Y,605,0,605,2,0,2,3,5,0,None,0,7,2,WD,Normal,86000,0,0,0,87,2,0,0,1738,0,0
530,20,RL,MasVnrArea,32668,IR1,CulDSac,Crawfor,1Fam,1Story,6,3,Hip,Wd Sdng,Stone,None,MasVnrArea,4,3,PConc,3,3,No,Rec,1219,0,816,2035,3,Y,2515,0,2515,4,0,4,3,9,2,3,2,3,2,WD,Alloca,200624,7,0,0,50,4,0,0,7065,0,0
531,80,RL,85.0,10200,Reg,Inside,Timber,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,Av,GLQ,783,0,678,1461,5,Y,1509,0,1509,3,0,3,4,5,1,2,2,8,3,WD,Abnorml,175000,5,0,0,20,3,0,1,4479,0,0
532,70,RM,60.0,6155,IR1,FR3,BrkSide,1Fam,2Story,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,Mn,Unf,0,0,611,611,5,Y,751,611,1362,2,0,3,3,6,0,None,2,6,3,WD,Normal,128000,2,0,0,88,2,0,0,3335,0,0
533,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,Gable,VinylSd,VinylSd,None,0.0,3,3,Slab,None,None,None,None,0,0,0,0,5,Y,827,0,827,1,0,2,3,5,1,1,1,4,5,WD,Normal,107500,1,0,0,55,1,0,0,1654,0,0
534,20,RL,50.0,5000,Reg,Inside,BrkSide,1Fam,1Story,1,3,Gable,VinylSd,VinylSd,None,0.0,2,2,Slab,None,None,None,None,0,0,0,0,2,N,334,0,334,1,0,1,2,2,0,None,0,1,2,WD,Normal,39300,0,0,0,61,1,0,0,668,0,0
535,60,RL,74.0,9056,IR1,Inside,Gilbert,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,Av,Unf,0,0,707,707,5,Y,707,707,1414,2,1,3,4,6,1,4,2,10,1,WD,Normal,178000,5,1,1,2,3,0,1,3535,0,0
536,190,RL,70.0,7000,Reg,Inside,Edwards,2fmCon,2Story,5,7,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,Gd,GLQ,969,0,148,1117,3,Y,820,527,1347,2,0,3,3,5,0,None,0,1,3,WD,Normal,107500,1,0,0,98,2,0,1,3811,0,0
537,60,RL,57.0,8924,IR1,CulDSac,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Av,Unf,0,0,880,880,5,Y,880,844,1724,2,1,3,4,8,0,None,2,7,3,WD,Normal,188000,6,1,0,10,3,0,1,4328,0,0
538,20,RL,MasVnrArea,12735,IR1,FR2,NAmes,1Fam,1Story,4,5,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,600,0,264,864,3,Y,864,0,864,1,0,3,3,5,0,None,2,4,3,COD,Normal,111250,1,0,1,36,1,0,1,2592,0,0
539,20,RL,MasVnrArea,11553,IR1,Inside,Sawyer,1Fam,1Story,5,5,Hip,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,No,BLQ,673,0,378,1051,3,Y,1159,0,1159,1,1,3,3,7,1,2,1,7,1,WD,Normal,158000,4,0,1,38,2,0,1,3369,0,0
540,20,RL,MasVnrArea,11423,Reg,Inside,CollgCr,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,Av,GLQ,1358,0,223,1581,5,Y,1601,0,1601,3,0,3,4,6,1,3,2,5,5,WD,Normal,272000,8,0,0,9,3,0,1,4783,0,0
541,20,RL,85.0,14601,Reg,Inside,Timber,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,BrkFace,584.0,5,3,PConc,5,3,Av,GLQ,1260,0,578,1838,5,Y,1838,0,1838,3,0,2,5,8,1,4,3,3,4,WD,Normal,315000,9,1,1,3,3,0,1,5514,0,0
542,60,RL,MasVnrArea,11000,Reg,FR2,NoRidge,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,No,Unf,0,0,969,969,5,Y,997,1288,2285,2,1,4,4,8,1,3,3,6,2,WD,Normal,248000,8,1,1,7,3,0,0,5539,0,0
543,20,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,No,LwQ,144,1127,379,1650,5,Y,1680,0,1680,3,0,3,4,7,1,3,2,6,4,WD,Normal,213250,7,1,0,11,3,0,1,5010,0,0
544,120,RH,34.0,4058,Reg,Inside,NAmes,TwnhsE,SFoyer,7,5,Gable,MetalSd,MetalSd,BrkFace,182.0,3,3,PConc,4,3,Av,GLQ,584,139,0,723,5,Y,767,0,767,2,0,1,3,4,0,None,1,6,2,WD,Normal,133000,2,1,1,9,2,0,1,2257,0,0
545,60,RL,58.0,17104,IR1,Inside,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,Av,GLQ,554,0,100,654,5,Y,664,832,1496,3,1,3,4,7,1,4,2,9,1,New,Partial,179665,6,1,1,0,4,0,1,3646,1,1
546,50,RL,MasVnrArea,13837,IR1,Corner,NWAmes,1Fam,1.5Fin,7,5,Gable,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,No,GLQ,1002,202,0,1204,4,Y,1377,806,2183,2,1,4,4,9,0,None,3,2,1,WD,Normal,229000,7,0,1,18,3,0,0,5570,0,0
547,50,RL,70.0,8737,IR1,Inside,BrkSide,1Fam,1.5Fin,6,7,Gable,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4,3,No,Rec,300,0,765,1065,5,Y,915,720,1635,1,1,3,3,6,1,4,2,5,2,WD,Normal,210000,7,1,0,84,2,0,0,4335,0,0
548,85,RL,54.0,7244,Reg,Inside,Mitchel,1Fam,SFoyer,5,7,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,3,Av,ALQ,619,0,149,768,5,Y,768,0,768,2,0,2,3,5,0,None,2,4,2,WD,Normal,129500,2,0,1,37,2,0,1,2304,0,0
549,20,RM,49.0,8235,IR1,Inside,OldTown,1Fam,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,LwQ,180,645,0,825,3,Y,825,0,825,2,0,2,3,4,0,None,2,6,3,WD,Normal,125000,2,1,0,53,2,0,1,2475,0,0
550,60,FV,75.0,9375,Reg,Inside,Somerst,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,912,912,5,Y,912,1182,2094,2,1,4,4,8,1,4,2,11,4,WD,Normal,263000,8,1,0,6,3,0,1,5100,0,0
551,120,RL,53.0,4043,Reg,Inside,NPkVill,TwnhsE,1Story,6,6,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,No,ALQ,559,0,510,1069,3,Y,1069,0,1069,2,0,2,3,4,0,None,2,10,3,COD,Abnorml,140000,3,1,1,31,2,0,0,3207,0,0
552,20,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,5,6,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,Rec,308,0,620,928,4,Y,928,0,928,1,0,3,3,5,0,None,1,6,3,WD,Normal,112500,1,0,1,51,1,0,0,2784,0,0
553,20,RL,87.0,11146,IR1,Inside,NridgHt,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,Stone,250.0,4,3,PConc,5,3,Av,Unf,0,0,1709,1709,5,Y,1717,0,1717,2,0,3,4,7,1,4,3,7,4,WD,Normal,255500,8,1,1,3,2,0,1,5143,0,0
554,20,RL,67.0,8777,Reg,Inside,Edwards,1Fam,1Story,4,5,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,None,None,None,None,0,0,0,0,5,Y,1126,0,1126,2,0,2,4,5,0,None,2,5,4,WD,Normal,108000,1,1,0,60,2,0,0,2252,0,0
555,60,RL,85.0,10625,Reg,Inside,NridgHt,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4,3,No,GLQ,866,0,132,998,5,Y,1006,1040,2046,3,1,3,4,8,1,4,3,8,3,WD,Normal,284000,9,1,0,5,4,0,1,5090,0,0
556,45,RM,58.0,6380,Reg,Inside,BrkSide,1Fam,1.5Unf,5,6,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,No,Unf,0,0,993,993,3,Y,1048,0,1048,1,0,2,3,5,1,4,1,8,1,WD,Normal,113000,1,0,0,84,1,0,0,3089,0,0
557,20,RL,69.0,14850,IR1,Inside,NAmes,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,895,0,197,1092,3,Y,1092,0,1092,2,0,2,3,6,1,3,1,5,1,WD,Normal,141000,3,0,1,49,2,0,1,3276,0,0
558,50,C (all),60.0,11040,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,6,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,637,0,0,637,4,Y,897,439,1336,1,1,3,3,7,0,None,1,9,1,COD,Normal,108000,1,1,0,86,2,0,0,3309,0,0
559,60,RL,57.0,21872,IR2,FR2,Gilbert,1Fam,2Story,7,5,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,Gd,GLQ,604,0,125,729,5,Y,729,717,1446,2,2,3,3,6,1,3,2,8,3,WD,Normal,175000,5,1,0,12,4,0,1,3621,0,0
560,120,RL,MasVnrArea,3196,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4,3,Gd,Unf,0,0,1374,1374,5,Y,1557,0,1557,2,0,2,4,7,1,3,2,10,1,WD,Normal,234000,8,1,0,3,2,0,1,4488,0,0
561,20,RL,MasVnrArea,11341,IR1,Inside,Sawyer,1Fam,1Story,5,6,Hip,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,4,3,No,ALQ,1302,0,90,1392,3,Y,1392,0,1392,2,1,3,3,5,1,4,2,5,5,WD,Normal,121500,1,0,0,53,3,0,0,4176,0,0
562,20,RL,77.0,10010,Reg,Inside,Mitchel,1Fam,1Story,5,5,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Av,ALQ,1071,123,195,1389,4,Y,1389,0,1389,2,0,2,3,6,1,3,2,4,1,WD,Normal,170000,5,1,0,32,2,0,1,4167,0,0
563,30,RL,63.0,13907,Reg,Inside,Edwards,1Fam,1Story,5,6,Gable,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,No,BLQ,290,0,706,996,5,Y,996,0,996,2,0,3,3,6,1,4,0,7,3,WD,Normal,108000,1,0,0,68,2,0,1,2988,0,0
564,50,RL,66.0,21780,Reg,Inside,Edwards,1Fam,1.5Fin,6,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,Mn,Unf,0,0,1163,1163,5,Y,1163,511,1674,2,0,4,3,8,1,4,2,7,3,WD,Normal,185000,6,1,0,90,2,0,1,4511,0,0
565,60,RL,MasVnrArea,13346,IR1,CulDSac,NoRidge,1Fam,2Story,7,5,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,No,GLQ,728,0,367,1095,5,Y,1166,1129,2295,3,1,4,4,9,1,3,2,7,1,WD,Normal,268000,8,1,0,14,4,0,0,5685,0,0
566,70,RL,66.0,6858,Reg,Corner,SWISU,1Fam,2Story,6,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,No,Unf,0,0,806,806,3,N,841,806,1647,2,1,4,2,6,0,None,1,5,5,WD,Normal,128000,2,1,0,95,3,0,0,4100,0,0
567,60,RL,77.0,11198,IR1,Inside,StoneBr,1Fam,2Story,9,5,Hip,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,No,Unf,0,0,1122,1122,5,Y,1134,1370,2504,2,1,4,5,11,1,4,3,6,3,WD,Normal,325000,9,1,0,3,3,0,1,6130,0,0
568,20,RL,70.0,10171,IR1,Inside,NridgHt,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,No,GLQ,2,0,1515,1517,5,Y,1535,0,1535,2,0,3,4,7,0,None,2,3,5,WD,Normal,214000,7,0,1,6,2,0,0,4587,0,0
569,50,RL,79.0,12327,IR1,Inside,SawyerW,1Fam,1.5Fin,8,8,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,Gd,GLQ,1441,0,55,1496,5,Y,1496,636,2132,2,1,1,4,5,1,4,2,9,4,WD,Normal,316600,9,1,0,26,3,0,1,5760,0,0
570,90,RL,MasVnrArea,7032,IR1,Corner,NAmes,Duplex,SFoyer,5,5,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,Gd,GLQ,943,0,0,943,3,Y,943,0,943,2,0,2,3,4,2,3,2,12,1,WD,Normal,135960,3,0,1,27,2,0,1,2829,0,0
571,90,RL,74.0,13101,IR1,Inside,NAmes,Duplex,1Story,5,5,Gable,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,3,3,No,LwQ,231,0,1497,1728,3,Y,1728,0,1728,2,0,6,3,10,0,None,2,11,3,WD,Normal,142600,3,0,1,43,2,0,0,5184,0,0
572,20,RL,60.0,7332,Reg,Inside,NAmes,1Fam,1Story,6,6,Gable,WdShing,Wd Shng,BrkFace,207.0,3,3,CBlock,3,3,No,BLQ,414,0,450,864,5,Y,864,0,864,2,0,2,4,4,0,None,1,10,1,WD,Abnorml,120000,1,0,1,47,2,0,1,2592,0,0
573,60,RL,83.0,13159,IR1,Corner,Timber,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,Av,Unf,0,0,846,846,4,Y,846,846,1692,2,1,3,4,6,0,None,2,7,4,New,Partial,224500,7,1,1,0,3,0,1,4230,1,1
574,80,RL,76.0,9967,IR1,Inside,Gilbert,1Fam,SLvl,7,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,0,384,384,5,Y,774,656,1430,2,1,3,3,8,1,3,2,12,2,WD,Normal,170000,5,0,1,7,3,0,1,3244,0,0
575,80,RL,70.0,10500,Reg,FR2,NAmes,1Fam,SLvl,5,7,Gambrel,MetalSd,AsphShn,BrkFace,82.0,3,3,CBlock,3,3,Av,ALQ,349,0,23,372,3,Y,576,533,1109,1,1,3,3,5,0,None,1,12,2,WD,Normal,139000,3,0,0,36,2,0,1,2590,0,0
